Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Weight,Colors
brazil,south of minas,mario dornelles alvarenga,90,nucoffee,2011,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0,others,2,900,900,900,60,bluish-green
el salvador,santa ana,several,250,specialty coffee association,2010,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83.17,0.14,0,0,others,3,1200,1200,1200,69,bluish-green
ethiopia,limu,tega and tula special coffee farm,300,ethiopia commodity exchange,2011,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0,others,0,1850,1850,1850,6,bluish-green
colombia,cundinamarca,orlando moreno / willson sanchez,275,almacafé,2016,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,green,4,1799,1799,1799,70,green
colombia,huila,la plata,275,almacafé,2016,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2,green,5,others,others,others,70,green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2015,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,bluish-green,2,905,905,905,60,bluish-green
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,green,3,1,1,1,2,green
taiwan,"dongshan dist., tainan city 臺南市東山區",tseng ju feng / kuo jun hong 曾如楓 / 郭俊宏,20,specialty coffee association,2015,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,green,0,700,800,750,60,green
brazil,chapadão de ferro (cerrado mineiro),others,300,brazil specialty coffee association,2015,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0,green,13,others,others,others,60,green
brazil,south of minas,ipanema agrícola sa,300,specialty coffee association,2014,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,0,0,0,green,1,1200,1200,1200,2,green
costa rica,central valley,varios,250,specialty coffee association of costa rica,2014,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,0,0,green,3,1200,1400,1300,1,green
united states (hawaii),kona,others,16,specialty coffee association,2013,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,0.12,0,0,bluish-green,8,others,others,others,100,bluish-green
taiwan,chiayi alishan 嘉義縣阿里山鄉,fang zheng lun 方政倫,50,blossom valley international,2013,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,0.11,0,0,others,0,1300,1300,1300,30,bluish-green
united states (hawaii),kona,others,6,specialty coffee association,2012,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,0.1,0,0,bluish-green,0,others,others,others,100,bluish-green
mexico,santa catarina juquila,maria luisa del carmen rojas narvaez,10,amecafe,2012,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0,others,1,1400,1400,1400,1,bluish-green
united states (hawaii),kona,others,7,specialty coffee association,2012,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,0,1,0,others,4,others,others,others,100,bluish-green
united states (hawaii),kona,others,6,specialty coffee association,2012,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,0.12,0,0,green,0,others,others,others,100,green
colombia,huila,"grupo monserrate, la plata",275,almacafé,mayo a julio,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83.08,0.01,0,0,others,0,1600,1950,1775,70,bluish-green
colombia,cauca,others,250,almacafé,47,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,0.08,1,0,others,3,1880,1880,1880,70,bluish-green
indonesia,dolok sanggul,pt. menacom,10,specialty coffee association of indonesia,2010,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08,0,0,0,others,0,1300,1400,1350,60,bluish-green
guatemala,others,others,275,specialty coffee association,others,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,0.02,0,0,others,1,others,others,others,69,bluish-green
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0,green,4,890,890,890,60,green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2016,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3,green,5,894,894,894,60,green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2016,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,bluish-green,3,872,872,872,60,bluish-green
uganda,"kasese, mt. rwenzori",xavier baluku,310,uganda coffee development authority,2015,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0,green,6,1473,1473,1473,60,green
uganda,"kasese, mt. rwenzori",emmanuel munaaba,325,uganda coffee development authority,2015,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5,green,8,1645,1645,1645,60,green
colombia,huila,franklin dussan / hipolito torres,25,almacafé,2016,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,green,4,442,442,442,70,green
vietnam,vietnam cau dat,"yeh, li chuan.",2,specialty coffee association,2014,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,0,0,green,0,1550,1550,1550,2,green
guatemala,nuevo oriente,ovidio cardona,275,asociacion nacional del café,2015,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0,green,3,1300,1800,1550,69,green
guatemala,"el tumbador, san marcos","agricola nueva granada, s. a.",200,asociacion nacional del café,2015,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,green,2,1371.6,1371.6,1371.6,69,green
guatemala,antigua,finca medina,250,asociacion nacional del café,2015,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0,green,2,1500,1500,1500,69,green
brazil,high mogiana,joão alves toledo,305,brazil specialty coffee association,2014,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0,0,0,green,0,900,1100,1000,2,green
taiwan,嘉義阿里山,雅慕伊,10,blossom valley international,2014,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,0.08,0,0,green,0,1200,1200,1200,60,green
uganda,kapchorwa,kucofa farmers group,300,uganda coffee development authority,2013,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,0,0,green,0,1800,1800,1800,60,green
united states (puerto rico),yauco region,hacienda alto grande,17,specialty coffee association,2013,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,0,0,bluish-green,0,853.44,853.44,853.44,5,bluish-green
guatemala,antigua,grupo medina,26,asociacion nacional del café,2014,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0,green,0,1500,1500,1500,69,green
costa rica,central valley,coricafe blend,250,specialty coffee association of costa rica,2013,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,0,0,green,3,1100,1300,1200,1,green
brazil,sul de minas,nazareth dias pereira,250,specialty coffee association,2013,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0,bluish-green,4,1250,1250,1250,2,bluish-green
colombia,huila,la plata,120,almacafé,2013,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0,green,1,1600,1950,1775,70,green
colombia,huila,others,250,almacafé,2013,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0,0,0,green,0,1750,1750,1750,70,green
colombia,pitalito,coffee company / cafecol,250,almacafé,2013,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,0,0,green,1,1000,1000,1000,70,green
colombia,pitalito,orlando ortoz / hipolito torres,250,almacafé,2013,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,0,0,green,2,1000,1000,1000,70,green
colombia,huila,la plata,275,almacafé,2012,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0,green,2,1600,1950,1775,70,green
mexico,coatepec,gonzalo rivero puerto,15,amecafe,2012,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0,green,20,750,750,750,1,green
mexico,atoyac de alvarez,santiago solis ayerdi,20,amecafe,2012,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0,green,7,1200,1200,1200,1,green
mexico,coatepec,franco colorado dominguez,250,amecafe,2012,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0,green,8,1200,1200,1200,1,green
colombia,others,exportadora condor,250,almacafé,2012,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0,others,4,others,others,others,70,bluish-green
colombia,huila,varios,250,almacafé,2012,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0,green,4,1500,1750,1625,70,green
colombia,huila,others,250,almacafé,2012,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0,green,0,1750,1750,1750,70,green
guatemala,"la reforma, san marcos","nuevos mercados, s.a.",275,asociacion nacional del café,2012,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0,green,2,1371.6,1371.6,1371.6,1,green
colombia,la plata,la plata,121,almacafé,2011,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,0,0,bluish-green,0,1600,1950,1775,1,bluish-green
thailand,others,others,1,specialty coffee association,2011,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,0.28,0,0,others,0,others,others,others,60,bluish-green
colombia,cauca,others,300,almacafé,abril ,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,0.08,0,0,others,1,1050,1850,1450,70,bluish-green
united states (hawaii),others,others,23,specialty coffee association,others,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83,0,0,0,others,0,others,others,others,100,bluish-green
united states (hawaii),others,others,5,specialty coffee association,others,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83,0,0,0,others,1,others,others,others,100,bluish-green
colombia,huila,varios,250,almacafé,2018,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,0.06,0,0,others,2,1800,1800,1800,70,bluish-green
nicaragua,matagalpa,juan augustinpalacio,2,specialty coffee association,2009,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83,0.07,0,0,others,0,others,others,others,6,bluish-green
thailand,others,doi tung development project,1,specialty coffee association,others,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83,0,0,0,others,0,others,others,others,1,bluish-green
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0,green,0,890,890,890,60,green
el salvador,apaneca,"balcanes coffee estates, s.a. de c.v.",100,salvadoran coffee council,2017,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,0,0,green,1,1350,1350,1350,69,green
colombia,guayata,others,129,almacafé,2017,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,green,1,1500,1500,1500,70,green
taiwan,"dongshan dist., tainan city 臺南市東山區",wang chao yung 王超永,10,specialty coffee association,2016,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,31,0,green,0,350,350,350,20,green
ethiopia,"blida,kercha,guji,oromia",-,250,blossom valley international,2016,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0,bluish-green,20,2000,2000,2000,60,bluish-green
taiwan,台東太麻里,許文郎,11,blossom valley international,2014,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,0,0,0,green,9,775,775,775,2,green
philippines,"bukidnon, mindanao, philppines",hineleban foundation,250,torch coffee lab yunnan,2015,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0,bluish-green,1,1200,1200,1200,2,bluish-green
philippines,asia pacific,ephemera traders,4,specialty coffee association,2014,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,0,0,bluish-green,0,1600,1600,1600,2,bluish-green
mexico,cuarenteño,catalina rodriguez mayorga,11,asociación mexicana de cafés y cafeterías de especialidad a.c.,2015,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,bluish-green,3,1059,1059,1059,2,bluish-green
mexico,chiapas,fiech,275,specialty coffee association,2015,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,bluish-green,8,1300,1300,1300,2,bluish-green
brazil,cerrado,gerson naimeg,300,brazil specialty coffee association,2014,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92,0.11,0,0,green,16,11000,11000,11000,2,green
uganda,eastern,sipi organic coffee project,1,uganda coffee development authority,2013,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,0,0,green,0,1400,1900,1650,60,green
uganda,west nile,nyapea coffee farmers association,1,uganda coffee development authority,2013,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,0,0,green,4,1400,1400,1400,60,green
guatemala,antigua,"siembras vision, s.a.",250,asociacion nacional del café,2014,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0,green,1,1500,1500,1500,69,green
guatemala,antigua,"siembras visión, s.a.",26,asociacion nacional del café,2014,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0,green,2,1500,1500,1500,69,green
guatemala,others,others,1,specialty coffee association,2012,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0,green,4,others,others,others,2,green
colombia,huila,others,250,almacafé,2013,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92,0.11,0,0,green,2,1800,2000,1900,70,green
colombia,huila,others,250,almacafé,2013,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0,bluish-green,0,1750,1750,1750,70,bluish-green
guatemala,huehuetenango,ottoniel villatoro lopez,250,asociacion nacional del café,2013,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0,green,2,1658.112,1755.648,1706.88,69,green
colombia,antioquia,others,250,almacafé,2013,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0,green,5,1450,1450,1450,70,green
mexico,petatlan,maria guadalupe gomez anzo,15,amecafe,2012,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,0,0,green,4,1248,1248,1248,1,green
vietnam,don duong,"apollo co., ltd.",1,specialty coffee association,2012,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,0,0,others,17,1040,1040,1040,2,bluish-green
mexico,la cumbre,werclein hernandez serrano id.-1506728641,100,amecafe,2012,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1,0,green,4,1400,1400,1400,1,green
united states (hawaii),kona,others,8,specialty coffee association,2012,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92,0.1,0,0,green,0,others,others,others,100,green
colombia,cauca,others,250,almacafé,abril ,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,82.92,0.15,0,0,others,0,1050,1850,1450,70,bluish-green
thailand,others,doi tung development project,2,specialty coffee association,others,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92,0,0,0,others,0,others,others,others,1,bluish-green
kenya,nyeri,keremara limited,27,kenya coffee traders association,2017,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,0,0,green,3,1754,1754,1754,50,green
guatemala,san marcos,jorge leal,50,asociacion nacional del café,2017,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1,green,2,1700,1700,1700,69,green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2015,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,0,2,bluish-green,2,905,905,905,60,bluish-green
el salvador,"el balsamo, quezaltepec","el barbaro, s.a. de c.v.",275,salvadoran coffee council,2016,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0,green,4,1250,1250,1250,69,green
rwanda,gicumbi,bufcoffee_gicumbi,150,specialty coffee association,2015,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,0,0,bluish-green,0,1900,1900,1900,60,bluish-green
vietnam,vietnam tutra,"yeh, li chuan",3,specialty coffee association,2014,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,11,0,green,0,1040,1040,1040,2,green
guatemala,oriente,amilcar lapola,80,asociacion nacional del café,2015,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,green,2,1219.2,1219.2,1219.2,69,green
brazil,cerrado,antonio batista francisquine,300,brazil specialty coffee association,2015,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0,green,6,900,900,900,60,green
colombia,huila,mercedes narvaez,100,blossom valley international,2014,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0,others,1,1200,2000,1600,24,bluish-green
united states,berastagi,pt. olam indonesia,300,specialty coffee association,2014,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,0,0,others,9,1200,1200,1200,60,bluish-green
guatemala,antigua,"siembras visión, s.a.",250,asociacion nacional del café,2014,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0,green,4,1500,1500,1500,69,green
colombia,santander,mrs. galeano,40,almacafé,2013,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,4,0,green,4,1800,1800,1800,1,green
colombia,huila,la plata,125,almacafé,2013,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,0,0,green,3,1600,1950,1775,70,green
"tanzania, united republic of",arusha,burka coffee estate,300,tanzanian coffee board,2012,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0,green,5,1400,1400,1400,2,green
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0,green,10,1550,1550,1550,1,green
mexico,veracruz,olivia hernandez virues,250,amecafe,2012,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,0,0,bluish-green,7,1250,1250,1250,1,bluish-green
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0,green,10,1310.64,1310.64,1310.64,1,green
mexico,la concordia,octavio moguel farrera,250,amecafe,2012,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0,others,2,1380,1380,1380,1,bluish-green
el salvador,santa ana,la majada cooperative,250,specialty coffee association,2010,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83,0,1,0,others,3,1200,1200,1200,69,bluish-green
guatemala,santa rosa,plantaciones agropecuarias s.a,275,asociacion nacional del café,others,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1,green,3,1100,1100,1100,69,green
guatemala,santa rosa,pablo arturo chuy flores,275,asociacion nacional del café,2017,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75,0.11,0,0,green,8,1800,1800,1800,69,green
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0,green,4,1700,1700,1700,69,green
guatemala,santa rosa,otto becker,50,asociacion nacional del café,2017,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green
guatemala,oriente,jesus ramirez,25,asociacion nacional del café,2017,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green
indonesia,sapan toraja,vary farm,2,specialty coffee association of indonesia,2017,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75,0.12,0,0,bluish-green,15,1500,1500,1500,1,bluish-green
guatemala,el progreso,jesus ramirez,25,asociacion nacional del café,2017,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,green,0,157.8864,157.8864,157.8864,69,green
taiwan,"台南市東山區( dongshan dist., tainan city)","林俊吉( lin, chun-chi)",8,specialty coffee association,2016,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,green,0,650,650,650,10,green
el salvador,cacahuatique,soc. coop. de caf. de ciudad barrios de r.l.,275,salvadoran coffee council,2017,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0,others,4,1250,1250,1250,69,bluish-green
costa rica,tarrazu,martin gutierrez,250,specialty coffee association of costa rica,2016,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0,bluish-green,1,1850,1850,1850,69,bluish-green
honduras,comayagua,reinerio zepeda,275,instituto hondureño del café,2017,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,green,6,1400,1400,1400,69,green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2015,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2,bluish-green,1,905,905,905,60,bluish-green
china,yunnan,"puwen lvyou coffee co.,ltd",3,yunnan coffee exchange,2015,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0,green,0,1100,1100,1100,60,green
china,menglian,pu'er lingdu yunlin coffee co.ltd,3,yunnan coffee exchange,2015,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75,0.11,0,0,green,2,1500,1500,1500,60,green
colombia,huila,la plata,250,almacafé,2014,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0,bluish-green,2,1600,1950,1775,70,bluish-green
malawi,mzuzu,mzuzu coffee planters coop union,29,africa fine coffee association,2014,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0,bluish-green,0,1442,1442,1442,60,bluish-green
guatemala,jalapa,roberto monterroso,250,asociacion nacional del café,2014,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0,green,2,1524,1524,1524,69,green
colombia,huila,others,275,almacafé,2014,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,green,0,165,165,165,1,green
united states (hawaii),kona,others,10,specialty coffee association,2013,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75,0.1,6,0,bluish-green,0,others,others,others,80,bluish-green
united states (hawaii),kona,others,6,specialty coffee association,2013,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75,0.1,0,0,green,0,others,others,others,100,green
colombia,antioquia,several,250,specialty coffee association of costa rica,2013,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0,green,2,1300,1300,1300,1,green
mexico,chiapas,carlos o. velazco lopez,32,amecafe,2013,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0,green,6,1550,1550,1550,1,green
mexico,veracruz,francisco r. de la vequia bernardi,250,amecafe,2012,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0,others,0,1200,1200,1200,1,bluish-green
